site,depth,replicate_no,family,species,size,biomass
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,44837,3.704708807
kuda_falhu,10,1,PAR,SORDID,Nov-20,91.0245026
kuda_falhu,10,1,PAR,SORDID,Nov-20,91.0245026
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,1,PAR,DUSKY,Nov-20,99.9213819
kuda_falhu,10,1,PAR,DUSKY,Nov-20,99.9213819
kuda_falhu,10,1,TRIG,STR,NA,NA
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,RAB,SCH,Nov-20,70.0162066
kuda_falhu,10,2,PAR,2 COLOUR,44837,2.60709625
kuda_falhu,10,2,PAR,2 COLOUR,Nov-20,58.3531213
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,44837,3.704708807
kuda_falhu,10,2,PAR,SORDID,Nov-20,91.0245026
kuda_falhu,10,2,PAR,SORDID,Nov-20,91.0245026
kuda_falhu,10,2,PAR,SORDID,Nov-20,91.0245026
kuda_falhu,10,2,PAR,SORDID,Nov-20,91.0245026
kuda_falhu,10,2,PAR,SORDID,Nov-20,91.0245026
kuda_falhu,10,2,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,2,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,2,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,2,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,2,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,2,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,2,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,2,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,2,PAR,DUSKY,44837,4.02489453
kuda_falhu,10,2,TRIG,STR,NA,NA
kuda_falhu,10,2,TRIG,STR,NA,NA
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,SNAP,IND2,21-30,300
kuda_falhu,10,1,GRO,LEU,21-30,1921
kuda_falhu,10,1,GRO,POL,31-40,726
kuda_falhu,10,1,GRO,LEO,31-40,1036
kuda_falhu,10,1,BUT,AUR,NA,NA
kuda_falhu,10,1,BUT,FAL,NA,NA
kuda_falhu,10,1,BUT,FAL,NA,NA
kuda_falhu,10,1,BUT,TRI ,NA,NA
kuda_falhu,10,1,BUT,TRI,NA,NA
kuda_falhu,10,1,BUT,TRI,NA,NA
kuda_falhu,10,1,BUT,TRI,NA,NA
kuda_falhu,10,1,BUT,TRI,NA,NA
kuda_falhu,10,1,BUT,KLI,NA,NA
kuda_falhu,10,1,BUT,KLI,NA,NA
kuda_falhu,10,1,BUT,KLI,NA,NA
kuda_falhu,10,1,BUT,LUN,NA,NA
kuda_falhu,10,1,BUT,TFT,NA,NA
kuda_falhu,10,1,BUT,TFT,NA,NA
kuda_falhu,10,1,BUT,TFT,NA,NA
kuda_falhu,10,1,BUT,TFT,NA,NA
kuda_falhu,10,1,BUT,TFT,NA,NA
kuda_falhu,10,1,GRO,LEU,41-50,11972
kuda_falhu,10,2,SNAP,MAD,Nov-20,66
kuda_falhu,10,2,SNAP,GIB,Nov-20,71
kuda_falhu,10,2,GRO,LEU,Nov-20,398
kuda_falhu,10,2,GRO,LEU,41-50,11972
kuda_falhu,10,2,GRO,ROG,21-30,296
kuda_falhu,10,2,BUT,TRI,NA,NA
kuda_falhu,10,2,BUT,TRI,NA,NA
kuda_falhu,10,2,BUT,TRI,NA,NA
kuda_falhu,10,2,BUT,TRI,NA,NA
kuda_falhu,10,2,BUT,TRI,NA,NA
kuda_falhu,10,2,BUT,KLE,NA,NA
kuda_falhu,10,2,BUT,KLE,NA,NA
kuda_falhu,10,2,BUT,LN,NA,NA
kuda_falhu,10,2,BUT,LN,NA,NA
kuda_falhu,10,2,BUT,TFT,NA,NA
kuda_falhu,10,2,BUT,TFT,NA,NA
kuda_falhu,10,2,BUT,TFT,NA,NA
kuda_falhu,10,2,BUT,TFT,NA,NA
kuda_falhu,5,1,EMP,AUR,Nov-20,76
kuda_falhu,5,1,SNAP,AUR,Nov-20,76
kuda_falhu,5,1,SNAP,IND2,Nov-20,63
kuda_falhu,5,1,SNAP,IND2,Nov-20,63
kuda_falhu,5,1,SNAP,IND2,Nov-20,63
kuda_falhu,5,1,SNAP,IND2,Nov-20,63
kuda_falhu,5,1,SNAP,IND2,21-30,300
kuda_falhu,5,1,SNAP,IND2,21-30,300
kuda_falhu,5,1,SNAP,IND2,21-30,300
kuda_falhu,5,1,SNAP,IND2,21-30,300
kuda_falhu,5,1,SNAP,IND2,21-30,300
kuda_falhu,5,1,GRO,LEU,21-30,1921
kuda_falhu,5,1,GRO,LEU,41-50,11972
kuda_falhu,5,1,GRO,LEU,51-60,22429
kuda_falhu,5,1,GRO,ALBO,Nov-20,49
kuda_falhu,5,1,GRO,ALBO,Nov-20,49
kuda_falhu,5,1,GRO,ARG,21-30,226
kuda_falhu,5,1,GRO,ARG,31-40,625
kuda_falhu,5,1,GRO,ROG,21-30,296
kuda_falhu,5,1,BUT,FAL,NA,NA
kuda_falhu,5,1,BUT,TRI,NA,NA
kuda_falhu,5,1,BUT,TRI,NA,NA
kuda_falhu,5,1,BUT,KLE,NA,NA
kuda_falhu,5,1,BUT,KLE,NA,NA
kuda_falhu,5,1,BUT,KLE,NA,NA
kuda_falhu,5,1,BUT,KLE,NA,NA
kuda_falhu,5,1,BUT,KLE,NA,NA
kuda_falhu,5,1,BUT,KLE,NA,NA
kuda_falhu,5,1,BUT,LN,NA,NA
kuda_falhu,5,1,BUT,TFT,NA,NA
kuda_falhu,5,2,GRO,LEU,21-30,1921
kuda_falhu,5,2,GRO,LEU,21-30,1921
kuda_falhu,5,2,BUT,TRI,NA,NA
kuda_falhu,5,2,BUT,TRI,NA,NA
kuda_falhu,5,2,BUT,TRI,NA,NA
kuda_falhu,5,2,BUT,KLE,NA,NA
kuda_falhu,5,2,BUT,KLE,NA,NA
kuda_falhu,5,2,BUT,KLE,NA,NA
kuda_falhu,5,2,BUT,KLE,NA,NA
kuda_falhu,5,2,BUT,KLE,NA,NA
kuda_falhu,5,2,BUT,KLE,NA,NA
kuda_falhu,5,2,BUT,KLE,NA,NA
maabaidhoo_outside,15,1,SNAP,IND2,31-40,848
maabaidhoo_outside,15,1,SNAP,MONO,31-40,737
maabaidhoo_outside,15,1,SNAP,MONO,31-40,737
maabaidhoo_outside,15,1,GRO,LEA,31-40,610.0829
maabaidhoo_outside,15,1,GRO,ALBO,21-30,226
maabaidhoo_outside,15,1,GRO,SPIL,21-30,332
maabaidhoo_outside,15,1,GRO,SPIL,31-40,895
maabaidhoo_outside,15,1,GRO,SPIL,31-40,895
maabaidhoo_outside,15,1,GRO,SPIL,31-40,895
maabaidhoo_outside,15,1,GRO,SPIL,31-40,895
maabaidhoo_outside,15,1,GRO,SPIL,31-40,895
maabaidhoo_outside,15,1,GRO,SPIL,31-40,895
maabaidhoo_outside,15,1,GRO,SPIL,31-40,895
maabaidhoo_outside,15,1,GRO,ARG,21-30,277
maabaidhoo_outside,15,1,GRO,ROG,31-40,821
maabaidhoo_outside,15,1,GRO,ROG,41-50,1764
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,GUT,NA,NA
maabaidhoo_outside,15,1,BUT,MEY,NA,NA
maabaidhoo_outside,15,1,BUT,MEY,NA,NA
maabaidhoo_outside,15,1,BUT,MEY,NA,NA
maabaidhoo_outside,15,1,BUT,MEY,NA,NA
maabaidhoo_outside,15,1,BUT,TFT,NA,NA
maabaidhoo_outside,15,1,BUT,TFT,NA,NA
maabaidhoo_outside,15,2,EMP,ERY,31-40,1022
maabaidhoo_outside,15,2,SNAP,IND2,31-40,848
maabaidhoo_outside,15,2,GRO,ALBO,Nov-20,49
maabaidhoo_outside,15,2,GRO,ALBO,21-30,226
maabaidhoo_outside,15,2,GRO,ALBO,21-30,226
maabaidhoo_outside,15,2,GRO,SPIL,31-40,895
maabaidhoo_outside,15,2,GRO,SPIL,31-40,895
maabaidhoo_outside,15,2,GRO,ARG,21-30,277
maabaidhoo_outside,15,2,GRO,ARG,21-30,277
maabaidhoo_outside,15,2,GRO,ARG,21-30,277
maabaidhoo_outside,15,2,GRO,ARG,21-30,277
maabaidhoo_outside,15,2,GRO,ARG,21-30,277
maabaidhoo_outside,15,2,GRO,ARG,31-40,775
maabaidhoo_outside,15,2,GRO,ARG,31-40,775
maabaidhoo_outside,15,2,GRO,ARG,31-40,775
maabaidhoo_outside,15,2,GRO,ROG,21-30,296
maabaidhoo_outside,15,2,GRO,ROG,21-30,296
maabaidhoo_outside,15,2,GRO,ROG,21-30,296
maabaidhoo_outside,15,2,GRO,ROG,21-30,296
maabaidhoo_outside,15,2,BUT,GUT,NA,NA
maabaidhoo_outside,15,2,BUT,GUT,NA,NA
maabaidhoo_outside,15,2,BUT,GUT,NA,NA
maabaidhoo_outside,15,2,BUT,GUT,NA,NA
maabaidhoo_outside,15,2,BUT,GUT,NA,NA
maabaidhoo_outside,15,2,BUT,GUT,NA,NA
maabaidhoo_outside,15,2,BUT,GUT,NA,NA
maabaidhoo_outside,15,2,BUT,MEY,NA,NA
maabaidhoo_outside,15,2,BUT,LN,NA,NA
maabaidhoo_outside,15,2,BUT,TFT,NA,NA
maabaidhoo_outside,15,2,BUT,TFT,NA,NA
maabaidhoo_outside,15,1,RAB,STR,44837,3.69114
maabaidhoo_outside,15,1,RAB,STR,44837,3.69114
maabaidhoo_outside,15,1,RAB,STR,44837,3.69114
maabaidhoo_outside,15,1,RAB,STR,44837,3.69114
maabaidhoo_outside,15,1,RAB,STR,44837,3.69114
maabaidhoo_outside,15,1,RAB,STR,44837,3.69114
maabaidhoo_outside,15,1,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,1,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,1,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,1,PAR,SORDID,Nov-20,91.0245
maabaidhoo_outside,15,1,PAR,SORDID,Nov-20,91.0245
maabaidhoo_outside,15,1,PAR,SORDID,Nov-20,91.0245
maabaidhoo_outside,15,1,PAR,SORDID,Nov-20,91.0245
maabaidhoo_outside,15,1,PAR,SORDID,Nov-20,91.0245
maabaidhoo_outside,15,1,PAR,SORDID,Nov-20,91.0245
maabaidhoo_outside,15,1,PAR,DUSKY,44837,4.024895
maabaidhoo_outside,15,1,PAR,DUSKY,21-30,467.6325
maabaidhoo_outside,15,1,PAR,DUSKY,21-30,467.6325
maabaidhoo_outside,15,1,PAR,DUSKY,21-30,467.6325
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,STR,NA,NA
maabaidhoo_outside,15,1,TRIG,IND,NA,NA
maabaidhoo_outside,15,1,TRIG,IND,NA,NA
maabaidhoo_outside,15,1,TRIG,IND,NA,NA
maabaidhoo_outside,15,1,TRIG,IND,NA,NA
maabaidhoo_outside,15,1,TRIG,SUFB,NA,NA
maabaidhoo_outside,15,1,TRIG,SUFB,NA,NA
maabaidhoo_outside,15,1,T&J,MEL,21-30,345
maabaidhoo_outside,15,1,T&J,MEL,21-30,345
maabaidhoo_outside,15,1,T&J,MEL,21-30,345
maabaidhoo_outside,15,1,T&J,MEL,21-30,345
maabaidhoo_outside,15,1,T&J,MEL,21-30,345
maabaidhoo_outside,15,1,T&J,MEL,31-40,902
maabaidhoo_outside,15,1,T&J,MACA,Nov-20,47.55112
maabaidhoo_outside,15,2,RAB,STR,44837,3.69114
maabaidhoo_outside,15,2,RAB,STR,44837,3.69114
maabaidhoo_outside,15,2,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,2,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,2,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,2,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,2,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,2,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,2,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,15,2,PAR,SORDID,Nov-20,91.0245
maabaidhoo_outside,15,2,PAR,SORDID,Nov-20,91.0245
maabaidhoo_outside,15,2,PAR,SORDID,Nov-20,91.0245
maabaidhoo_outside,15,2,PAR,DUSKY,44837,4.024895
maabaidhoo_outside,15,2,PAR,DUSKY,44837,4.024895
maabaidhoo_outside,15,2,PAR,DUSKY,44837,4.024895
maabaidhoo_outside,15,2,PAR,DUSKY,44837,4.024895
maabaidhoo_outside,15,2,PAR,DUSKY,44837,4.024895
maabaidhoo_outside,15,2,PAR,DUSKY,44837,4.024895
maabaidhoo_outside,15,2,PAR,DUSKY,44837,4.024895
maabaidhoo_outside,15,2,PAR,DUSKY,Nov-20,99.92138
maabaidhoo_outside,15,2,PAR,DUSKY,21-30,467.6325
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,STR,NA,NA
maabaidhoo_outside,15,2,TRIG,IND,NA,NA
maabaidhoo_outside,15,2,TRIG,IND,NA,NA
maabaidhoo_outside,15,2,TRIG,IND,NA,NA
maabaidhoo_outside,15,2,TRIG,IND,NA,NA
maabaidhoo_outside,15,2,TRIG,SUFB,NA,NA
maabaidhoo_outside,15,2,TRIG,SUFB,NA,NA
maabaidhoo_outside,15,2,TRIG,SUFB,NA,NA
maabaidhoo_outside,15,2,TRIG,SUFB,NA,NA
maabaidhoo_outside,15,2,T&J,MEL,21-30,345
maabaidhoo_outside,15,2,T&J,MEL,21-30,345
maabaidhoo_outside,15,2,T&J,MEL,31-40,902
maabaidhoo_outside,15,2,T&J,MEL,31-40,902
maabaidhoo_outside,10,1,SNAP,IND2,31-40,848
maabaidhoo_outside,10,1,SNAP,IND2,31-40,848
maabaidhoo_outside,10,1,SNAP,MAD,21-30,283
maabaidhoo_outside,10,1,SNAP,FUR,41-50,1797
maabaidhoo_outside,10,1,SNAP,FUR,41-50,1797
maabaidhoo_outside,10,1,GRO,MN,Nov-20,55
maabaidhoo_outside,10,1,GRO,MIN,21-30,257
maabaidhoo_outside,10,1,GRO,LEO,21-30,103
maabaidhoo_outside,10,1,GRO,MAC,21-30,251
maabaidhoo_outside,10,1,GRO,SPIL,21-30,332
maabaidhoo_outside,10,1,GRO,SPIL,21-30,332
maabaidhoo_outside,10,1,GRO,SPIL,31-40,895
maabaidhoo_outside,10,1,GRO,SPIL,31-40,895
maabaidhoo_outside,10,1,GRO,SEX,Nov-20,997.9985
maabaidhoo_outside,10,1,GRO,SEX,Nov-20,997.9985
maabaidhoo_outside,10,1,GRO,ARG,21-30,277
maabaidhoo_outside,10,1,GRO,ARG,21-30,277
maabaidhoo_outside,10,1,GRO,ARG,21-30,277
maabaidhoo_outside,10,1,GRO,ARG,21-30,277
maabaidhoo_outside,10,1,GRO,ARG,31-40,775
maabaidhoo_outside,10,1,GRO,ROG,21-30,296
maabaidhoo_outside,10,1,GRO,ROG,31-40,821
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,GUT,NA,NA
maabaidhoo_outside,10,1,BUT,PYR,NA,NA
maabaidhoo_outside,10,1,BUT,PYR,NA,NA
maabaidhoo_outside,10,1,BUT,PYR,NA,NA
maabaidhoo_outside,10,1,BUT,PYR,NA,NA
maabaidhoo_outside,10,1,BUT,PYR,NA,NA
maabaidhoo_outside,10,2,SNAP,RED,31-40,850
maabaidhoo_outside,10,2,SNAP,IND2,31-40,848
maabaidhoo_outside,10,2,SNAP,GIB,31-40,855
maabaidhoo_outside,10,2,SNAP,GIB,21-30,317
maabaidhoo_outside,10,2,SNAP,FUR,31-40,873
maabaidhoo_outside,10,2,GRO,ALBO,41-50,1342
maabaidhoo_outside,10,2,GRO,MIN,Nov-20,55
maabaidhoo_outside,10,2,GRO,SPIL,21-30,332
maabaidhoo_outside,10,2,GRO,SPIL,21-30,332
maabaidhoo_outside,10,2,GRO,SPIL,21-30,332
maabaidhoo_outside,10,2,GRO,SPIL,31-40,895
maabaidhoo_outside,10,2,GRO,SPIL,31-40,895
maabaidhoo_outside,10,2,GRO,SPIL,31-40,895
maabaidhoo_outside,10,2,GRO,SPIL,31-40,895
maabaidhoo_outside,10,2,GRO,SPIL,31-40,895
maabaidhoo_outside,10,2,GRO,SPIL,31-40,895
maabaidhoo_outside,10,2,GRO,MER,Nov-20,57
maabaidhoo_outside,10,2,GRO,SEX,Nov-20,997.9985
maabaidhoo_outside,10,2,GRO,ARG,21-30,277
maabaidhoo_outside,10,2,GRO,ARG,21-30,277
maabaidhoo_outside,10,2,GRO,ARG,31-40,775
maabaidhoo_outside,10,2,GRO,ARG,31-40,775
maabaidhoo_outside,10,2,GRO,ARG,41-50,1677
maabaidhoo_outside,10,2,GRO,ROG,31-40,821
maabaidhoo_outside,10,2,BUT,AUR,NA,NA
maabaidhoo_outside,10,2,BUT,XAN,NA,NA
maabaidhoo_outside,10,2,BUT,GUT,NA,NA
maabaidhoo_outside,10,2,BUT,GUT,NA,NA
maabaidhoo_outside,10,2,BUT,GUT,NA,NA
maabaidhoo_outside,10,2,BUT,GUT,NA,NA
maabaidhoo_outside,10,2,BUT,GUT,NA,NA
maabaidhoo_outside,10,2,BUT,GUT,NA,NA
maabaidhoo_outside,10,2,BUT,GUT,NA,NA
maabaidhoo_outside,10,2,BUT,GUT,NA,NA
maabaidhoo_outside,10,2,BUT,LUN,NA,NA
maabaidhoo_outside,10,2,BUT,MEY,NA,NA
maabaidhoo_outside,10,2,BUT,MEY,NA,NA
maabaidhoo_outside,10,2,BUT,MEY,NA,NA
maabaidhoo_outside,10,2,BUT,LN,NA,NA
maabaidhoo_outside,10,1,RAB,SGR,Nov-20,47.75206
maabaidhoo_outside,10,1,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,10,1,PAR,SORDID,44837,3.704708807
maabaidhoo_outside,10,1,PAR,SORDID,44837,3.704708807
