site,gps_coordi0tes,date,start_time,end_time,depth,replicate_no,family,species,size,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,MAX,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,MAX,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,MAX,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,CS,PINC,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,SEA,FLOWER,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,SEA,NECK,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:17,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,SEA,FLOWER,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,SEA,FLOWER,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,SEA,FLOWER,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,MAX,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:17,10:34,5,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:25,08:41,10,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:25,08:41,10,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:25,08:41,10,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:25,08:41,10,1,GC,SQ,31-40,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:52,09:03,10,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:18,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:18,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:18,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:18,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:18,5,1,GC,SQ,21-30,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:18,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:18,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,09:57,10:18,5,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:20,10:36,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:20,10:36,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:20,10:36,5,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:20,10:36,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:20,10:36,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:20,10:36,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:20,10:36,5,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:20,10:36,5,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,10:20,10:36,5,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
pink_thila,"1°51'08.6""N 73°25'42.2""E",13/11/2021,14:41,15:09,15,1,SEA,LOLLY,0,,,,,,,,,,,,,,,,
pink_thila,"1°51'08.6""N 73°25'42.2""E",13/11/2021,14:41,15:09,15,1,SEA,BLACK,0,,,,,,,,,,,,,,,,
pink_thila,"1°51'08.6""N 73°25'42.2""E",13/11/2021,15:09,15:30,15,2,SEA,PINK,0,,,,,,,,,,,,,,,,
pink_thila,"1°51'08.6""N 73°25'42.2""E",13/11/2021,15:32,15:50,15,2,SEA,BLACK,0,,,,,,,,,,,,,,,,
pink_thila,"1°51'08.6""N 73°25'42.2""E",13/11/2021,15:32,15:50,15,2,SEA,PINK,0,,,,,,,,,,,,,,,,
pink_thila,"1°51'08.6""N 73°25'42.2""E",13/11/2021,15:32,15:50,15,2,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:41,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:41,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:41,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:41,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:41,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:41,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:41,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:41,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:41,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:41,10:51,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,08:52,09:10,15,1,SEA,PINK,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,08:52,09:10,15,1,GC,SQ,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,08:52,09:10,15,1,COT,COT,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,09:11,09:25,15,2,COT,COT,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:42,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:42,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:42,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:42,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:42,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:42,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:42,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:42,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:32,10:42,10,1,GC,CROC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:43,10:52,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:43,10:52,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:43,10:52,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:43,10:52,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:43,10:52,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:43,10:52,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:43,10:52,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:43,10:52,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_corner,"1°47'59.2""N 73°24'38.0""E",15/11/2021,10:43,10:52,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:13,09:23,10,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:23,09:39,10,2,SEA,FLOWER,0,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:23,09:39,10,2,SEA,BLACK,0,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:23,09:39,10,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:23,09:39,10,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,SEA,FLOWER,0,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,SEA,FLOWER,0,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,GC,SQ,21-30,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,GC,SQ,21-30,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:14,10:28,5,2,GC,SQ,11-20,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:13,09:23,10,1,SEA,FLOWER,0,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:13,09:23,10,1,GC,SQ,15,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:13,09:23,10,1,GC,SQ,4,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:13,09:23,10,1,GC,SQ,11,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:24,09:39,10,2,SEA,FLOWER,0,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:24,09:39,10,2,SEA,BLACK,0,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:24,09:39,10,2,GC,SQ,13,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:24,09:39,10,2,GC,SQ,25,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:24,09:39,10,2,GC,SQ,3,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:24,09:39,10,2,GC,SQ,15,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:24,09:39,10,2,GC,SQ,18,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,09:24,09:39,10,2,GC,SQ,28,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,15,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,20,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,2,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,MAX,8,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,8,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,MAX,15,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,MAX,2,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,3,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,4,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,5,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,18,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,16,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,MAX,13,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,15,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,13,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,SQ,3,,,,,,,,,,,,,,,,
olhuveli_island,"1°49'14.1""N 73°24'06.6""E",17/11/2021,10:00,10:13,5,1,GC,MAX,4,,,,,,,,,,,,,,,,
